timestamp,lesson_number,lezid,matdidid,courseid,degreeid,planid,langid,title,url,video_source,video_current,video_duration
2026-03-14T15:30:54,4,100721,172770,4396,164,875,it,Argomenti,https://www.uninettunouniversity.net/it/cyberspaziomaterialedidattico.aspx?degree=164&planid=875&courseid=4396&lf=it&lezid=100721&matdidid=172770&type=11&tutorid=93,videojs,2471.36,2471.36
